"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"M31303_rna1_at",-1.07539681886415,11.2592008565675,-8.10629862195984,8.53848047519474e-12,2.64655770902884e-09,16.5970048801052
"M96326_rna1_at",3.19760539315193,10.0341893884071,8.07142452718187,9.93385580550665e-12,2.95076908489404e-09,16.4503471968581
"L47738_at",-1.87108124254484,9.03108457439903,-8.04730479255375,1.10300634902878e-11,3.14533290489048e-09,16.3489268692715
"U22376_cds2_s_at",-1.92021136657583,10.8837007255902,-8.02866389797829,1.19593776573763e-11,3.27916935843983e-09,16.2705515319024
"M55150_at",1.07747761332222,9.77954331446647,8.00191990705674,1.34308929134326e-11,3.54625316962449e-09,16.15811879265
"X62654_rna1_at",1.69163661055403,9.71784104021022,7.99242497031166,1.39957288083138e-11,3.56341252408818e-09,16.1182053302627
"X07743_at",1.97735664417052,8.20070078404296,7.74913627161048,4.01824599111435e-11,9.8779571278118e-09,15.0963565960783
"D88270_at",-3.55492267355171,9.32873176357772,-7.66714993443092,5.7304259601515e-11,1.28289340653038e-08,14.7524836591994
"M33195_at",2.6188830994495,8.30231620967304,7.58391761736957,8.21380833615406e-11,1.77443150389219e-08,14.4037059043562
"M63379_at",1.48338606341533,8.83818923550876,7.51599674263906,1.10160161655543e-10,2.30979938953637e-08,14.1193613221251
"X51521_at",-1.2145181068303,11.2211346855129,-7.49218640182722,1.22092103331466e-10,2.41776279069451e-08,14.0197445728883
"X16546_at",1.63769115672672,8.47507868856104,7.41926910770327,1.67252578147563e-10,3.22255035030804e-08,13.7148960455695
"U29175_at",-1.35190320387457,9.56093861660306,-7.40445680094783,1.78287595377122e-10,3.29457830859862e-08,13.6530121563796
"M84371_rna1_s_at",-1.55865016704981,9.98997793553377,-7.40193972039349,1.8023362888953e-10,3.29457830859862e-08,13.6424976067018
"M13792_at",-1.56108267202677,11.5921683220072,-7.3846671129131,1.94170807770724e-10,3.46060922149373e-08,13.5703569015856
"D14664_at",1.2164755352267,7.25890502796648,7.37477865977328,2.02627839038276e-10,3.52325332805821e-08,13.5290662203781
"M22960_at",1.89824286610429,9.2373779543489,7.32307666263048,2.53196895048583e-10,4.29771586857464e-08,13.3132919976079
"S50223_at",-1.49455727546384,7.47822150676927,-7.3040536307029,2.74813960521762e-10,4.5561598245573e-08,13.2339510535599
"X52056_at",3.50958050036123,7.24344601509825,7.26108832260561,3.30641610484545e-10,5.35714554805528e-08,13.0548558826753
"M29696_at",-1.94916265596856,9.84701940722248,-7.21654456160747,4.00462198070912e-10,6.34421113343895e-08,12.8693392937433
"X61587_at",2.67264862089875,8.70919432770176,7.16728669937792,4.94868354731564e-10,7.66938369756808e-08,12.6643863593469
"X15414_at",-1.07929054490769,10.0014696065892,-7.15981906791473,5.10997204508609e-10,7.75084908711037e-08,12.6333336322609
"D26156_s_at",-1.17268941904193,9.8081233495842,-7.10177578543586,6.55556978517795e-10,9.73638687469451e-08,12.392146437428
"Y00787_s_at",3.46592338292388,9.32379241065769,7.06606600123332,7.64024736905958e-10,1.11157803049032e-07,12.2439207799548
"U77948_at",-1.05462700673013,9.62410333242185,-6.99953252912414,1.01592699572697e-09,1.42124415566484e-07,11.9680915485917
"M63838_s_at",-1.52077393912837,8.95243465506653,-6.99934542693992,1.01674080430505e-09,1.42124415566484e-07,11.9673165207155
"M81695_s_at",1.18503886586795,9.17820391815678,6.99346355981301,1.0426574509489e-09,1.4294432630413e-07,11.9429541234393
"M33680_at",-1.63879024985057,11.9389373392619,-6.93309798761634,1.34971426628103e-09,1.8005460578004e-07,11.6931387954685
"U57721_at",1.05161778035635,7.65885190573394,6.9306580541875,1.36385870558594e-09,1.8005460578004e-07,11.6830498804622
"X82240_rna1_at",-4.39960626509403,8.83596280755357,-6.87402425478835,1.73692364907313e-09,2.21116583825757e-07,11.4490648995291
"M93056_at",2.09543144365602,9.11081898160124,6.81847682844908,2.20103503818958e-09,2.69767342319207e-07,11.2199358309149
"M14636_at",1.17483021925569,7.14860280625081,6.81701884871058,2.21474808815996e-09,2.69767342319207e-07,11.213926832022
"X05908_at",2.87624578361093,8.44358807903223,6.8151332034741,2.23260951000607e-09,2.69767342319207e-07,11.2061556189403
"M89957_at",-4.3628960627033,7.6147181621028,-6.79456614632945,2.43696864930361e-09,2.89552491681424e-07,11.1214224288233
"HG3494-HT3688_at",2.07511701901383,8.38224873045244,6.78186483569497,2.57234455250722e-09,3.00626955980721e-07,11.0691215127185
"M32304_s_at",1.17289452739295,9.45475284941118,6.69610791130251,3.7036663240737e-09,4.13631963459565e-07,10.7165437227584
"M31166_at",1.10920065629629,7.04676587490315,6.69199446384754,3.76890301757171e-09,4.13631963459565e-07,10.6996565204288
"X17042_at",2.29970143060362,10.9090166734127,6.69184046830757,3.771367320083e-09,4.13631963459565e-07,10.6990243574542
"Z49194_at",-1.98620446074932,7.40162349605078,-6.68214596929037,3.9297664132757e-09,4.24474314549128e-07,10.6592342743459
"M91432_at",-1.2902266398534,8.80832933619003,-6.66616627310332,4.20539979529607e-09,4.47467091651727e-07,10.5936755542218
"U50136_rna1_at",1.05614126945651,10.097474521945,6.59318798591224,5.72891901347313e-09,6.0060975951544e-07,10.2947323473388
"X70297_at",1.31326317137306,8.01224968100848,6.57167019555664,6.27481118440332e-09,6.48306216429149e-07,10.2067362806472
"L11672_r_at",-1.21513247193122,10.6190774622472,-6.55409554905338,6.75871517460678e-09,6.88326863996739e-07,10.1349169006075
"X97267_rna1_s_at",-2.49945911136328,10.1203875829276,-6.52597217949752,7.61119884051368e-09,7.64228683577775e-07,10.0200874834066
"U02020_at",1.77462478905757,8.38438816646361,6.48486300956642,9.05258792078953e-09,8.8057330773208e-07,9.85245709480224
"X74262_at",-1.52189422766334,9.34609170922953,-6.48257117316011,9.14047198375283e-09,8.8057330773208e-07,9.84311954929911
"M95678_at",1.10537684835741,10.5115122209545,6.46042838126452,1.00343612702222e-08,9.53799486605522e-07,9.75294733506533
"M28170_at",-1.3910842968162,7.17584449305795,-6.44722590105489,1.06080307762692e-08,9.9506120268452e-07,9.6992205228337
"X64072_s_at",2.54269423825125,9.5061156498568,6.42626146367253,1.15864705604724e-08,1.07272660552737e-06,9.61396548346062
"X90858_at",1.80032908235196,7.80911876502403,6.41545841343921,1.21250674382269e-08,1.10820007393743e-06,9.57006164814681
"M54995_at",1.27348800447425,7.37747017006486,6.41183096918053,1.23114249768663e-08,1.11098922354532e-06,9.55532400028867
"Y12670_at",1.07471938684313,8.91583993548614,6.39958479422109,1.29617816065992e-08,1.15505676341807e-06,9.50558632483906
"X66401_cds1_at",-1.33953016969779,9.78797831246592,-6.39604211803216,1.31561924833567e-08,1.15790736066481e-06,9.49120250711022
"D50918_at",-1.50897273242584,8.69880727158954,-6.37637414472384,1.42892428841414e-08,1.24229283562249e-06,9.4113862504983
"X76648_at",-1.35222293512657,9.02419223688586,-6.35900714473362,1.53698008152687e-08,1.32013626520543e-06,9.34096290626596
"U72936_s_at",-1.13267080316947,8.22255137587031,-6.35033926898887,1.59390086862559e-08,1.34676749712328e-06,9.3058341340525
"U82759_at",1.45087977155582,8.06231475644166,6.34612924692922,1.62229615466154e-08,1.34676749712328e-06,9.28877667508456
"X14008_rna1_f_at",1.94862303420152,10.860660422614,6.34578208366094,1.62465990675553e-08,1.34676749712328e-06,9.28737023570565
"M57731_s_at",2.29141396012527,7.40037155793157,6.33250445417386,1.71767072989341e-08,1.39150848106934e-06,9.23359534170556
"M27783_s_at",3.03770531469999,8.6399579273993,6.29680630061424,1.99471153541506e-08,1.56267016878835e-06,9.08917163064209
"L06797_s_at",-1.88339637273823,11.4590206269839,-6.27604262658027,2.17575144424386e-08,1.68597087456679e-06,9.00527383171975
"J04615_at",-2.35014373138426,9.60135522227773,-6.26874336225141,2.2431844595037e-08,1.71953354965611e-06,8.97579909873953
"X85116_rna1_s_at",1.67681554252658,9.05626194924294,6.24959413126172,2.43008584849116e-08,1.81090197193197e-06,8.89852043428736
"U49020_cds2_s_at",-1.30618413803408,8.03529544348906,-6.24875857188831,2.43858310149346e-08,1.81090197193197e-06,8.89514999922846
"S76617_at",-2.77416566562921,6.78067268906874,-6.20579633197582,2.91750341406294e-08,2.12233488151579e-06,8.72202814658629
"J03473_at",-1.2057057190878,9.8958158646904,-6.1993366485623,2.99714617679342e-08,2.15824798932932e-06,8.69602836484854
"M98399_s_at",1.55208398392796,7.65455965678304,6.19351909019999,3.07071131133502e-08,2.18911009385074e-06,8.67261995871893
"D86967_at",-1.17686050898241,10.4176401165308,-6.1871710381105,3.1530244106735e-08,2.22207214526441e-06,8.64708443109618
"M21119_s_at",2.62482807019413,8.79060544027654,6.17463354877382,3.32206122418748e-08,2.29931790944006e-06,8.59667438435628
"HG2788-HT2896_at",1.31845742885597,10.5117378067464,6.1689998321812,3.40090859361325e-08,2.33125743883354e-06,8.57403262756882
"K01396_at",1.85438415814552,8.75910627232416,6.15155985788843,3.65691801047883e-08,2.48287319016224e-06,8.50398135617556
"M13452_s_at",1.3186754858773,9.17923621034896,6.13292946721531,3.95148141688425e-08,2.65755764348753e-06,8.42921509371289
"L41559_at",1.0140545769362,6.97835466454167,6.12296303778142,4.11857323029242e-08,2.74404752885557e-06,8.38924696836305
"U16306_at",1.98323585448386,7.60763579259829,6.1019911131394,4.49333828203023e-08,2.8863571380139e-06,8.30520930343679
"D10495_at",2.1302558335579,7.55967278027635,6.10194933198533,4.49411758057992e-08,2.8863571380139e-06,8.30504196927137
"M28130_rna1_s_at",3.0413232036001,8.38795539637836,6.09644523651519,4.59795676555367e-08,2.92668158764572e-06,8.28300110064171
"M19045_f_at",1.89339933310021,10.950473446778,6.09406118588152,4.64366689248814e-08,2.9296195819954e-06,8.27345621615695
"U16954_at",-1.68904845255137,7.23097507025755,-6.08683218049838,4.78503569163255e-08,2.99232626716214e-06,8.24452100114977
"U05572_s_at",2.34296626059777,6.39831092152966,6.0347116278048,5.93823743544895e-08,3.6811908415057e-06,8.03622180756702
"L33930_s_at",-2.78257703075549,8.76614015303879,-6.01573611637424,6.42302252628849e-08,3.94739030947506e-06,7.96052874511748
"J03801_f_at",1.8638845174137,10.9190075581346,5.99619687575212,6.9630745258654e-08,4.24271438417901e-06,7.88266779740517
"X80230_at",-1.11183033843602,9.29566198257893,-5.99401006080979,7.0262406490574e-08,4.24492115145171e-06,7.87395881032271
"U70063_at",1.29735854422999,7.38632188948813,5.98243832704578,7.37003391393462e-08,4.37824270931e-06,7.82789174392088
"X67951_at",-1.68058608879791,11.1063361492578,-5.94696964467978,8.53071292927246e-08,4.94434572949458e-06,7.6868744334531
"X58529_at",-2.81981447141884,10.5664130378655,-5.86647963594722,1.18767336658874e-07,6.61478393000869e-06,7.36791184991406
"M12959_s_at",-1.48599446662961,9.81849653165978,-5.86011181795812,1.21910371514655e-07,6.73720184905407e-06,7.34274148048737
"U79285_at",-1.38875345621887,7.67557016716751,-5.81789698713295,1.44925258787071e-07,7.88681045719871e-06,7.17611910092066
"U60115_at",-1.55329047167466,9.17949068652349,-5.81227426066382,1.48297679060258e-07,8.00919813651954e-06,7.15395821341334
"M27504_s_at",-1.16129056786389,7.38465925600892,-5.80817544305537,1.50804760563179e-07,8.08336194026243e-06,7.13780831389338
"U89922_s_at",-4.04863892044597,7.23150475513378,-5.78308637924286,1.67087758293954e-07,8.88931812595225e-06,7.03904268856622
"X13839_at",1.31348344051801,6.12792375393522,5.77733386372781,1.71058943619061e-07,9.0331793263725e-06,7.01641895815898
"M62762_at",1.10367088437389,10.5917023384228,5.72490542080997,2.11819693343553e-07,1.09424825641028e-05,6.81060361642101
"D87076_at",-1.73849846815879,8.12753844740748,-5.68640078702406,2.47717954220679e-07,1.27049014074764e-05,6.6598888708207
"U46751_at",1.14044040369603,10.9263710318043,5.6759754792669,2.58428234514607e-07,1.3159534884676e-05,6.61914751136587
"M98045_at",-1.57260467248216,8.65211247833389,-5.66113953585963,2.7446051394043e-07,1.38768014459668e-05,6.56121825342619
"U73737_at",-1.02186838006536,7.94367360581138,-5.64163198234977,2.97040360441684e-07,1.49126811942871e-05,6.48513543020776
"M63835_at",1.46959002041396,5.86200245149608,5.6248553379767,3.17915652534179e-07,1.57539653222104e-05,6.41978379759329
"U60644_at",2.66254027290293,7.00596979772764,5.61652753483837,3.28808103445636e-07,1.61660204790616e-05,6.38737147325651
"D38073_at",-1.03534420131112,9.13318935932724,-5.5987402827041,3.53318783841175e-07,1.71347592517261e-05,6.31820449025524
"X59350_at",-2.66454550638679,7.87673354922911,-5.58570016665267,3.72422425029541e-07,1.78187883760778e-05,6.26755118120893
"J04029_s_at",-1.18652319110851,8.47052607291054,-5.57632229327139,3.86786004105081e-07,1.81407725214811e-05,6.23115205327693
"U10485_at",-1.79589747667012,8.80371716539284,-5.54549570136786,4.37952035420577e-07,2.02737666267097e-05,6.1116716562653
"M83233_at",-1.35444073249162,6.87401453442981,-5.51678008515478,4.91577466397376e-07,2.24644599868391e-05,6.00060963278927
"HG2855-HT2995_at",-1.14593038758512,10.2863342966425,-5.51392389755722,4.97252025037723e-07,2.25790425891333e-05,5.98957549315138
"U40369_rna1_at",1.21637979659212,8.85905092236998,5.50851036515952,5.08184795864307e-07,2.29294266437763e-05,5.96866800988476
"X66867_cds1_at",-1.02150217562883,8.17860661755409,-5.49429586859893,5.38029520935349e-07,2.40299330022043e-05,5.91380989152539
"Z69881_at",-1.83211450125149,9.92387093696204,-5.4924493139708,5.42030927386794e-07,2.40299330022043e-05,5.90668766884499
"Z14982_rna1_at",-1.96729512335616,8.68955595396955,-5.49214760066434,5.4268750362672e-07,2.40299330022043e-05,5.90552404261607
"U59877_s_at",1.57439783042414,4.99433980445482,5.48814818337822,5.51465138546202e-07,2.42678702018264e-05,5.89010182219533
"M19508_xpt3_s_at",1.02396092326493,9.94704511353612,5.48126471120337,5.66900614501837e-07,2.44266040132013e-05,5.86356901692193
"U90549_at",-1.15020089997025,8.31884383037237,-5.4804459779843,5.68764579971545e-07,2.44266040132013e-05,5.86041405453576
"Z35227_at",-1.06739222227885,9.12510080862351,-5.47858402533819,5.73026055882022e-07,2.44616931280415e-05,5.853239792571
"M59820_at",2.20584863059478,7.33963139483657,5.4677796433866,5.98381088724565e-07,2.52417679379729e-05,5.811629188958
"L38951_at",-1.36234674215302,8.99554866535143,-5.4502109116745,6.41984842338965e-07,2.69218231825558e-05,5.74403898327965
"M80647_at",2.07866436526724,5.9807724398715,5.4367412188476,6.77517002684796e-07,2.82457234628065e-05,5.69227912974778
"M15395_at",1.98498944461408,9.5969086509148,5.42203110583975,7.18531278656614e-07,2.97688172624022e-05,5.63581323810933
"U97105_at",-1.4638698750961,9.16150774907544,-5.41924218722563,7.26577949734604e-07,2.97688172624022e-05,5.62511492095283
"X55668_at",2.94872228627064,7.15905025784856,5.41558336863383,7.37268919417896e-07,2.97812568340909e-05,5.61108313234475
"U07139_at",-1.31118004783121,6.41322907940618,-5.41146393452935,7.49490881667649e-07,3.00175308730824e-05,5.59528958043464
"J04990_at",1.69591139291083,9.73090900987008,5.40985676879787,7.54312992835199e-07,3.00418845023583e-05,5.58912920603588
"M20203_s_at",3.55246794403725,6.97443212374749,5.36580764221291,8.99018030222954e-07,3.50224018440407e-05,5.42058531007693
"U27460_at",-1.00170005460453,8.30931011641486,-5.35098964944041,9.53574493741973e-07,3.69458291624268e-05,5.36401875491465
"M57710_at",2.53432437108348,8.38426740606871,5.34258334277873,9.85956681376633e-07,3.7882506618914e-05,5.33195797681062
"U33822_at",-1.92663587188578,6.12455030351877,-5.33425855862735,1.01908831109546e-06,3.88506982342221e-05,5.30022937904597
"HG2981-HT3127_s_at",1.32024084277009,7.46746905507388,5.33097687574388,1.0324473195884e-06,3.90682555786058e-05,5.28772759655691
"D86970_at",-1.36946905229349,9.11571563988604,-5.33017067457657,1.03575540810163e-06,3.90682555786058e-05,5.28465682689525
"K01911_at",-2.36226160856336,7.88886931908135,-5.30531528555896,1.14301075059632e-06,4.20026991804184e-05,5.19008251567528
"X70683_at",-1.57219483174972,10.8870430846679,-5.29027806216238,1.21311547893639e-06,4.4123980863967e-05,5.13295919320613
"U94319_at",-1.02215913404958,8.84477817385549,-5.25073125327081,1.41825389655109e-06,5.08076986357423e-05,4.98306794882705
"X62535_at",-1.70100290978426,8.86943839650296,-5.23758700752547,1.49369439566082e-06,5.21987615032646e-05,4.93335821083494
"L42379_at",1.46132828972701,9.45410575918966,5.22438200199203,1.57344329990533e-06,5.4717450170854e-05,4.88347445323468
"U09578_at",1.79492386123727,7.21237142801759,5.22226580069831,1.58660605602423e-06,5.47939189975795e-05,4.87548542552005
"M29474_at",-1.50447050936936,6.88325911378164,-5.21254718125487,1.64845567822707e-06,5.5961145381337e-05,4.83881453252767
"D84294_at",-1.04183871858979,9.0820109440072,-5.2085376574787,1.67465583586913e-06,5.65811443313318e-05,4.82369446593586
"L28821_at",1.37146107740183,7.11824014171451,5.17752589330739,1.89157056722651e-06,6.26343842755857e-05,4.70692502607108
"L41870_at",-1.00354268019919,7.72091532208899,-5.16335168436505,1.99966495196112e-06,6.53927130391321e-05,4.65365970652266
"J03589_at",-1.19528481601363,7.28210907870487,-5.14966947987675,2.10973909947241e-06,6.83651365460857e-05,4.60230645809523
"M13690_s_at",1.00293883315781,8.15619559770082,5.14815311584203,2.12229783427522e-06,6.84609106812128e-05,4.59661894399757
"X06614_at",1.80570591734715,7.91095702738172,5.14280655464625,2.16716597927716e-06,6.95933615597607e-05,4.57657141479462
"L08895_at",-1.94477938133488,8.31384350169552,-5.11043807091679,2.45932575326595e-06,7.86212255382644e-05,4.45540718034046
"M54992_at",-1.63383611413689,7.56412239695976,-5.0593288998984,3.00087366883287e-06,9.46603025889803e-05,4.26481729047351
"X16706_at",2.0893617272299,6.89393692693172,5.05784983681261,3.01816928194717e-06,9.47864705330457e-05,4.25931515441144
"D86983_at",-1.12323323757612,9.14584614419378,-5.05666532591379,3.0320908289646e-06,9.48060329810906e-05,4.25490930453958
"U30999_at",1.09555774088728,7.32481834104634,5.03828075863071,3.25639510589841e-06,0.000100368114228757,4.18658960664395
"D10040_at",1.22970841583178,7.63162607102656,5.037498339929,3.26629295848949e-06,0.000100368114228757,4.18368464558313
"X14850_at",-1.24418424697599,9.64442598058306,-5.02889482814942,3.37709038331992e-06,0.000103327370569475,4.15175572248764
"M68864_at",-1.8144953754428,8.58442908935749,-5.02408556050859,3.44061839637426e-06,0.000104821233110052,4.13391914411471
"D80006_at",-1.24769506820087,8.89162231661567,-5.01437938651107,3.57241300513746e-06,0.000106866869857208,4.09794579402529
"Y07604_at",1.1345608132324,9.85177150913847,5.0125567556458,3.59770637757468e-06,0.000106866869857208,4.09119441140853
"X74801_at",-1.08524046449262,9.29266338764696,-4.9848205769374,4.00492976824289e-06,0.000116179116995419,3.98859986340682
"L21954_at",1.53433941878805,10.021264006568,4.97607641157972,4.14241399789458e-06,0.000119559795105224,3.95631269444999
"U41813_at",1.4013825760677,7.2743846310726,4.93867198562581,4.78445579987286e-06,0.000135350735703546,3.81851138441756
"U30521_at",-1.15077455964401,10.081434869413,-4.91118473842235,5.31727442004908e-06,0.000146358491662278,3.71757131352748
"U46006_s_at",-1.23062250007811,7.15491626792246,-4.90505220012328,5.44383100160993e-06,0.000148693759427116,3.69508908751425
"M80254_at",1.08317140347513,7.12265547752191,4.90154911152238,5.51743920914005e-06,0.00014955826662342,3.68225282263529
"U61836_at",1.79128494088519,6.80434281289505,4.86794256202398,6.27482860597301e-06,0.000168804728799931,3.55934173021674
"U19713_s_at",1.11815874294891,9.8322128057902,4.86667427905137,6.30531538794102e-06,0.000168987193235457,3.55471145505708
"U29680_at",1.09415899253401,7.85895568462116,4.86025404132932,6.46187626818555e-06,0.000172344648680701,3.53128161133285
"S71043_rna1_s_at",1.8092881665457,10.0827524051801,4.85091766244612,6.69633986157855e-06,0.00017680817360442,3.49723746186431
"X66899_at",-1.20681846673427,9.14508364658977,-4.84679003345144,6.80262437688471e-06,0.000178796365391784,3.4821970093703
"M29551_at",-1.00110086557734,7.09198137854858,-4.83099453657255,7.2247662382986e-06,0.000188664316896816,3.42470045220378
"D87078_at",-1.62049739209243,8.05918521862733,-4.82871755089883,7.28769005442838e-06,0.000188923426901891,3.41641993521598
"M92934_at",-1.69611352543133,8.0749650789486,-4.77195012872393,9.04114137661628e-06,0.000229374721971165,3.21062449786799
"L09229_s_at",1.08140884333794,9.32520161938224,4.73858123305263,1.02571666252461e-05,0.000255676017032796,3.09024102865838
"D13627_at",-1.08847102430059,9.50694935590484,-4.7253323246197,1.07829626271256e-05,0.000265384546802521,3.04256569696288
"X69111_at",-1.24451005274601,9.60623763136657,-4.71178752869797,1.13476169305181e-05,0.000277997117174103,2.99389798986794
"J04027_at",1.08762649706797,7.48748487938292,4.70988638346059,1.14291414572994e-05,0.000279035443318793,2.98707287575214
"M92357_at",1.4028230367799,7.23354457109309,4.70523554170886,1.16309898521085e-05,0.000282994288927241,2.97038246195128
"HG4582-HT4987_at",-1.07620803893747,7.72616821926595,-4.69724603519358,1.198587023106e-05,0.000289511573313798,2.94173093052507
"HG2274-HT2370_at",-1.26839956247143,8.30454186256499,-4.69647480596248,1.20206797167743e-05,0.000289511573313798,2.93896655122935
"D87433_at",2.47245547875266,6.87426859007224,4.68324600824883,1.26333145176053e-05,0.000301213709685646,2.89158691090761
"X79067_at",-1.81142590690809,8.0324459041493,-4.67076349526753,1.3239197751382e-05,0.000312523976058285,2.84694518113928
"L14848_s_at",-1.14241213952556,6.12802870097559,-4.66172685901515,1.36953768783046e-05,0.00032181242287612,2.81466667860797
"M21121_at",1.07189456963921,7.84144529234443,4.6611899019137,1.37229592585693e-05,0.00032181242287612,2.81274973908301
"X17025_at",-1.7359525391055,7.12642500776986,-4.65867242918161,1.38529991587026e-05,0.000323796822958658,2.80376392157229
"J02783_at",1.72552470867294,9.0614866645209,4.65457792292304,1.40670659310136e-05,0.000327725859549661,2.7891546138844
"M33493_s_at",1.40770539146002,7.8609159984973,4.65296237498142,1.41524117430407e-05,0.000328640206241489,2.78339218616349
"M38690_at",-2.26933442117303,8.64014954672849,-4.64332971171314,1.46718394612964e-05,0.000337317461929589,2.74905610721118
"U26266_s_at",-1.29448232611484,7.9113600217267,-4.64253794162982,1.47153500715531e-05,0.000337317461929589,2.74623550319758
"X62078_at",1.02990380075129,6.95963663866353,4.64038815842894,1.48341224790862e-05,0.000338950189594249,2.73857841203988
"U72342_at",-1.21025776566692,8.19656474408011,-4.6329336398338,1.52532412048909e-05,0.000343029515929549,2.71204169923448
"U37055_rna1_s_at",-1.3198313087408,5.91054171546715,-4.6117664964806,1.65070980305641e-05,0.000367726943111493,2.63681603741749
"M94633_at",-1.03661776354387,7.32720366363685,-4.60360546552184,1.70168254747597e-05,0.000376748288228453,2.60786244989148
"J03925_at",1.19961995183224,7.37549673481684,4.59941190613246,1.72846691423685e-05,0.000380010384962754,2.59299542786503
"M80563_at",1.72701196508795,10.3464282613775,4.58334387523617,1.83493914628667e-05,0.000397607330512998,2.53609927140849
"L08246_at",1.25624753054509,10.4187842362516,4.56403857636823,1.97131050507258e-05,0.000423297367188628,2.46788405742413
"M29971_at",-1.02600147984661,7.44531014379144,-4.55777586268085,2.01762872743087e-05,0.000431942198133773,2.44578871296118
"U15555_at",1.24015588097877,6.64665514847845,4.54890061875035,2.0850840413646e-05,0.000443665104092655,2.41450475506534
"U30255_at",1.19075082036627,8.98331898521105,4.54812819671398,2.09105730081543e-05,0.000443665104092655,2.41178366794161
"L11669_at",1.40171246314249,9.47790496460897,4.5028206103285,2.47206444271128e-05,0.000512306610816533,2.25262256742575
"X64364_at",1.17140741446067,10.2031912513283,4.47554600617893,2.73305978281486e-05,0.000555119623629638,2.15723866697744
"HG3921-HT4191_f_at",1.63116542774091,6.06589470286625,4.47553601092265,2.73316016122882e-05,0.000555119623629638,2.15720377152772
"X99920_at",-1.58199248094061,6.73660524584464,-4.46147958583509,2.87791997362039e-05,0.000579567556269484,2.10817343498637
"X91911_s_at",1.05581065259143,8.74524440009265,4.45365444410666,2.9617008966149e-05,0.000593910737555923,2.08091623799575
"M30703_s_at",1.54202996505447,6.91137139030438,4.44580194123656,3.04815031847379e-05,0.000606990603921778,2.05359097344382
"U32944_at",-1.28276854058823,9.70898032382049,-4.4366444509007,3.15205875702032e-05,0.000624195191077718,2.02175916378975
"J04456_at",2.10322459885631,10.3810841539109,4.42058942740184,3.34257705203724e-05,0.000658266071932969,1.96604145127994
"X04085_rna1_at",1.28578306215602,10.5502980885582,4.41623428618223,3.39615276792402e-05,0.000665142117651932,1.95094715191852
"X53416_at",1.62903612437608,9.50577015753741,4.41254048402413,3.44224426607356e-05,0.000672322174598313,1.93815162859549
"U36922_at",-1.41416942149957,7.68178647111597,-4.4056856156135,3.52939104481031e-05,0.000687459802143516,1.91442225625871
"M23178_s_at",1.56204465977938,8.1314737928814,4.39862926133181,3.62133086152332e-05,0.000701534448690211,1.8900175102943
